what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057194054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057196349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057197119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057202546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057208866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057215797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057231162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057236598
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1428057253632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057271902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1428057271925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057275393
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057279282
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1428057280761
closed,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057280761
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428057284347
opened,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057325119
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057325171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1428057373192
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1428057375953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057424459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1428057424480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057433562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428057439405
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057441494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428057447577
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1428057452706
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1428057455898
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057457353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428057465428
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057467064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428057471599
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057472709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428057475513
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057476423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428057480134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428057494672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057503944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057504814
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1428057508439
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1428057511504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428057538626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1428057538651
