what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425382403357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382421297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382422673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382423690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382428658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382492880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382495378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382513171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382515483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425382522900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382648641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382664498
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1425382667460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382668998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1425382669016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382674174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382676728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382678571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382706809
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1425382706888
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1425382706969
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1425382707857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1425382727997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382731403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382735652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382737594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382741317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382746773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382753801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382778511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425382786043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425382789925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382942829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382993338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425382994468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1425382994487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425382994874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425383004996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425383006142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425383013099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425383018275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425383024270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425383040910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425383046751
