what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424347781088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424347782725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347790985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347792155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347799626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347800468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347806089
error,log,,,"ERROR [2015-02-19 17:40:07,232] (SchemaBrowser.java:run:245) - com.salesforce.ide.core.remote.ForceConnectionException: \nSelect c.Opportunity__c,  pportunity__r.Owner_1__c, Opportunity__r.Owner_1__r.LastName\n                          ^\nERROR at Row:1:Column:27\nDidn't understand relationship 'pportunity__r' in field path. If you are attempting to use a custom relationship, be sure to append the '__r' after the custom relationship name. Please reference your WSDL or the describe call for the appropriate names.\r\n",1424347807237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347807248
error,log,,,"ERROR [2015-02-19 17:40:07,251] (SchemaBrowser.java:mouseUp:197) - Unable to open Schema Browser\r\n",1424347807303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347807366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347815114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347822913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347823570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347834352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347834910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347847728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347848256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347850355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347851825
error,log,,,"Unhandled event loop exception",1424347851849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347853003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347856170
error,log,,,"Unhandled event loop exception",1424347856193
error,log,,,"Unhandled event loop exception",1424347856759
error,log,,,"Unhandled event loop exception",1424347857505
error,log,,,"Unhandled event loop exception",1424347858526
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424347863001
error,log,,,"Unhandled event loop exception",1424347863902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347869131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347882185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347882977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347925391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347928386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347930811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347933914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347935047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347952112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347953625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347955050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347956321
error,log,,,"Unhandled event loop exception",1424347956342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347957051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347958521
error,log,,,"Unhandled event loop exception",1424347958542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347959346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347960153
error,log,,,"Unhandled event loop exception",1424347960177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347960691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347961401
error,log,,,"Unhandled event loop exception",1424347961421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347962115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347963241
error,log,,,"Unhandled event loop exception",1424347963265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347963922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424347964637
error,log,,,"Unhandled event loop exception",1424347964659
