what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425468005396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425468031136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468033180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468035140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468036666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468037898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468039699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468041547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425468042516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425468069004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425468071461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425468073348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468082240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468359959
activated,editor,com.salesforce.ide.schemabrowser,28.0.1.201309101331,"com.salesforce.ide.schemabrowser.schemaBrowser",1425468362681
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1425468367966
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1425468369791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468400350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468406782
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1425468406934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468426954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468502456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468511350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425468513523
