what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262815897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262819749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424262821277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424262827931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262828654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262829374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262830369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262831547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262832225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262845457
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1424262851274
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1424262854516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424262860487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262880704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262897119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262901624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262906708
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1424262906828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424262912676
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1424262913525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424262917436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424262925203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262944169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262944914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262945577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262946346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424262946969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263014715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424263024909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424263027563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424263030517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263032017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263041271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424263045382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263049751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263053000
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1424263057145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424263065693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424263070992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424263073144
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1424263077418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263079914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263084908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424263085040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263102184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263128313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424263140198
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1424263155149
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.html",1424263157757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424263161655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263173487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263277824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263280918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263281903
activated,editor,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors.apex",1424263283874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424263290281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424263296779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424263299156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424263300630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263303923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263311710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263319249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263320152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263321787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263336778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263338675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424263340270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424263343884
