40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
01:14:33.0 (328444)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:14:33.0 (370256)|EXECUTION_STARTED
01:14:33.0 (374275)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKko|CCPullReservationConcurBatch
01:14:33.0 (3043005)|HEAP_ALLOCATE|[72]|Bytes:3
01:14:33.0 (3093329)|HEAP_ALLOCATE|[77]|Bytes:152
01:14:33.0 (3109041)|HEAP_ALLOCATE|[342]|Bytes:408
01:14:33.0 (3124034)|HEAP_ALLOCATE|[355]|Bytes:408
01:14:33.0 (3137249)|HEAP_ALLOCATE|[467]|Bytes:48
01:14:33.0 (3162920)|HEAP_ALLOCATE|[139]|Bytes:6
01:14:33.0 (5231648)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1220
01:14:33.0 (6663473)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:14:33.0 (6685728)|SYSTEM_METHOD_ENTRY|[15]|BatchableContextImpl.BatchableContextImpl()
01:14:33.0 (6691733)|STATEMENT_EXECUTE|[15]
01:14:33.0 (6701611)|SYSTEM_METHOD_EXIT|[15]|BatchableContextImpl
01:14:33.0 (6709987)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:14:33.0 (6713838)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:14:33.0 (6720791)|VARIABLE_SCOPE_BEGIN|[31]|this|Database.BatchableContextImpl|true|false
01:14:33.0 (6775965)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x2f383602
01:14:33.0 (6783649)|VARIABLE_SCOPE_BEGIN|[31]|jobId|Id|false|false
01:14:33.0 (6877018)|VARIABLE_ASSIGNMENT|[31]|jobId|"7072900000OOXI4AAP"
01:14:33.0 (6883642)|VARIABLE_SCOPE_BEGIN|[31]|childJobId|Id|false|false
01:14:33.0 (6890798)|VARIABLE_ASSIGNMENT|[31]|childJobId|null
01:14:33.0 (7373374)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:99
01:14:33.0 (7387920)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:14:33.0 (7397099)|METHOD_ENTRY|[1]|01p0a000004sKko|CCPullReservationConcurBatch.CCPullReservationConcurBatch()
01:14:33.0 (7401954)|STATEMENT_EXECUTE|[1]
01:14:33.0 (7405115)|STATEMENT_EXECUTE|[1]
01:14:33.0 (7408820)|METHOD_EXIT|[1]|CCPullReservationConcurBatch
01:14:33.0 (7414989)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
01:14:33.0 (7418346)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:14:33.0 (7460813)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:14:33.0 (7468057)|VARIABLE_SCOPE_BEGIN|[30]|this|CCPullReservationConcurBatch|true|false
01:14:33.0 (7511305)|VARIABLE_ASSIGNMENT|[30]|this|{"accessToken":"0_9mhtJyVdY5yNZmmL5U (8 more) ...","lstApxlog":"0x77cb6968","mapCncIDoppID":"0x1ca825a","mapCncIDReservation":"0x45312f15","mapCncIDTrip":"0x8ad8435","mapIdConcurNewTrip":"0x2d663b22","mapTripReservation":"0x61e3e01c"}|0x4d789e2d
01:14:33.0 (7520478)|VARIABLE_SCOPE_BEGIN|[30]|BC|Database.BatchableContext|true|false
01:14:33.0 (7581468)|VARIABLE_ASSIGNMENT|[30]|BC|{"jobId":"7072900000OOXI4AAP"}|0x2f383602
01:14:33.0 (7588360)|VARIABLE_SCOPE_BEGIN|[30]|scope|List<Trip__c>|true|false
01:14:33.0 (7662053)|VARIABLE_ASSIGNMENT|[30]|scope|[{"Booking_Source__c":"Sabre","Trip_Ref__c":"Trip from Des Moines (49 more) ...","Modified_Date_Time__ (1 more) ...":"2018-02-02T00:59:00.000Z","End_Date__c":"2018-02-02T09:56:00","Start_Date__c":"2018-02-02T07:15:00","Trip_ID__c":"gWupfQyvIhB9hYHZVnTR (16 more) ...","Trip_Name__c":"Trip from Des Moines (36 more) ...","ID__c":"https://www.concurso (69 more) ..."},{"Booking_Source__c":"Sabre","Trip_Ref__c":"Trip from Sacramento (48 more) ...","Modified_Date_Time__ (1 more) ...":"2018-02-02T00:28:00.000Z","End_Date__c":"2018-02-04T20:55:00","Start_Date__c":"2018-02-04T16:00:00","Trip_ID__c":"gWupfQyvJjx5obv70ak0 (16 more) ...","Trip_Name__c":"Trip from Sacramento (35 more) ...","ID__c":"https://www.concurso (69 more) ..."}]|0x22ab1bfa
01:14:33.0 (7681991)|STATEMENT_EXECUTE|[30]
01:14:33.0 (7683602)|STATEMENT_EXECUTE|[32]
01:14:33.0 (8340415)|HEAP_ALLOCATE|[32]|Bytes:16
01:14:33.0 (8350802)|HEAP_ALLOCATE|[32]|Bytes:11
01:14:33.0 (8358065)|METHOD_ENTRY|[1]|01p0a000004sKkp|CCPullReservationConcurBatchService.CCPullReservationConcurBatchService()
01:14:33.0 (8362623)|STATEMENT_EXECUTE|[1]
01:14:33.0 (8365179)|STATEMENT_EXECUTE|[1]
01:14:33.0 (8369111)|METHOD_EXIT|[1]|CCPullReservationConcurBatchService
01:14:33.0 (8376137)|HEAP_ALLOCATE|[32]|Bytes:20
01:14:33.0 (8394464)|CONSTRUCTOR_ENTRY|[32]|01p0a000004sKkp|<init>()
01:14:33.0 (8417550)|VARIABLE_SCOPE_BEGIN|[1]|this|CCPullReservationConcurBatchService|true|false
01:14:33.0 (8437921)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x17326b33
01:14:33.0 (8456514)|STATEMENT_EXECUTE|[1]
01:14:33.0 (8457853)|STATEMENT_EXECUTE|[5]
01:14:33.0 (8471876)|HEAP_ALLOCATE|[5]|Bytes:4
01:14:33.0 (8502407)|VARIABLE_ASSIGNMENT|[5]|this.reservationCount|{}|0x17326b33
01:14:33.0 (8508158)|STATEMENT_EXECUTE|[6]
01:14:33.0 (8519670)|HEAP_ALLOCATE|[6]|Bytes:4
01:14:33.0 (8531929)|VARIABLE_ASSIGNMENT|[6]|this.mapIDIsTripCreate|{}|0x17326b33
01:14:33.0 (8536724)|STATEMENT_EXECUTE|[7]
01:14:33.0 (8551727)|HEAP_ALLOCATE|[7]|Bytes:4
01:14:33.0 (8582257)|VARIABLE_ASSIGNMENT|[7]|this.mapConIDTripToInsert|{}|0x17326b33
01:14:33.0 (8586853)|STATEMENT_EXECUTE|[8]
01:14:33.0 (8597459)|HEAP_ALLOCATE|[8]|Bytes:4
01:14:33.0 (8625244)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:14:33.0 (8633627)|VARIABLE_ASSIGNMENT|[8]|this.lstTripResToInsert|[]|0x17326b33
01:14:33.0 (8641169)|CONSTRUCTOR_EXIT|[32]|01p0a000004sKkp|<init>()
01:14:33.0 (8666740)|METHOD_ENTRY|[32]|01p0a000004sKkp|CCPullReservationConcurBatchService.CCPullReservationConcurBatchExecute(List<Trip__c>, String, Map<String,Trip__c>, Map<String,List<Reservation__c>>, Map<String,String>, List<Apex_Debug_log__c>)
01:14:33.0 (8675845)|VARIABLE_SCOPE_BEGIN|[14]|this|CCPullReservationConcurBatchService|true|false
01:14:33.0 (8713557)|VARIABLE_ASSIGNMENT|[14]|this|{"lstTripResToInsert":"0x7954d7f1","mapConIDTripToInsert":"0x7054a700","mapIDIsTripCreate":"0xada063b","reservationCount":"0xeb59fa0"}|0x17326b33
