40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
01:36:54.0 (99099)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:36:54.0 (160857)|EXECUTION_STARTED
01:36:54.0 (168276)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKko|CCPullReservationConcurBatch
01:36:54.0 (2516038)|HEAP_ALLOCATE|[72]|Bytes:3
01:36:54.0 (2583045)|HEAP_ALLOCATE|[77]|Bytes:152
01:36:54.0 (2608712)|HEAP_ALLOCATE|[342]|Bytes:408
01:36:54.0 (2637619)|HEAP_ALLOCATE|[355]|Bytes:408
01:36:54.0 (2666432)|HEAP_ALLOCATE|[467]|Bytes:48
01:36:54.0 (2710152)|HEAP_ALLOCATE|[139]|Bytes:6
01:36:54.0 (5355239)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1220
01:36:54.0 (7372309)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:36:54.0 (7402316)|SYSTEM_METHOD_ENTRY|[15]|BatchableContextImpl.BatchableContextImpl()
01:36:54.0 (7412408)|STATEMENT_EXECUTE|[15]
01:36:54.0 (7431034)|SYSTEM_METHOD_EXIT|[15]|BatchableContextImpl
01:36:54.0 (7443454)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:36:54.0 (7451263)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:36:54.0 (7464408)|VARIABLE_SCOPE_BEGIN|[31]|this|Database.BatchableContextImpl|true|false
01:36:54.0 (7529419)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x63510830
01:36:54.0 (7540759)|VARIABLE_SCOPE_BEGIN|[31]|jobId|Id|false|false
01:36:54.0 (7653853)|VARIABLE_ASSIGNMENT|[31]|jobId|"7072900000OOYIjAAP"
01:36:54.0 (7664340)|VARIABLE_SCOPE_BEGIN|[31]|childJobId|Id|false|false
01:36:54.0 (7676915)|VARIABLE_ASSIGNMENT|[31]|childJobId|null
01:36:54.0 (8324251)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:99
01:36:54.0 (8345867)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:36:54.0 (8361228)|METHOD_ENTRY|[1]|01p0a000004sKko|CCPullReservationConcurBatch.CCPullReservationConcurBatch()
01:36:54.0 (8370528)|STATEMENT_EXECUTE|[1]
01:36:54.0 (8376474)|STATEMENT_EXECUTE|[1]
01:36:54.0 (8385047)|METHOD_EXIT|[1]|CCPullReservationConcurBatch
01:36:54.0 (8394890)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
01:36:54.0 (8401291)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:36:54.0 (8471765)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:36:54.0 (8487137)|VARIABLE_SCOPE_BEGIN|[30]|this|CCPullReservationConcurBatch|true|false
01:36:54.0 (8563211)|VARIABLE_ASSIGNMENT|[30]|this|{"accessToken":"0_N8xDsAUI8GIF/eR8Hn (8 more) ...","lstApxlog":"0x3ea58591","mapCncIDoppID":"0x1a100f0d","mapCncIDReservation":"0x1e19f45c","mapCncIDTrip":"0x36ccbf1a","mapIdConcurNewTrip":"0x80b98d3","mapTripReservation":"0x5961369a"}|0x692c9c7c
01:36:54.0 (8583186)|VARIABLE_SCOPE_BEGIN|[30]|BC|Database.BatchableContext|true|false
01:36:54.0 (8687687)|VARIABLE_ASSIGNMENT|[30]|BC|{"jobId":"7072900000OOYIjAAP"}|0x63510830
01:36:54.0 (8703678)|VARIABLE_SCOPE_BEGIN|[30]|scope|List<Trip__c>|true|false
01:36:54.0 (8786562)|VARIABLE_ASSIGNMENT|[30]|scope|[{"Booking_Source__c":"Sabre","Trip_Ref__c":"Trip from Des Moines (49 more) ...","Modified_Date_Time__ (1 more) ...":"2018-02-02T00:59:00.000Z","End_Date__c":"2018-02-02T09:56:00","Start_Date__c":"2018-02-02T07:15:00","Trip_ID__c":"gWupfQyvIhB9hYHZVnTR (16 more) ...","Trip_Name__c":"Trip from Des Moines (36 more) ...","ID__c":"https://www.concurso (69 more) ..."},{"Booking_Source__c":"Sabre","Trip_Ref__c":"Trip from Sacramento (48 more) ...","Modified_Date_Time__ (1 more) ...":"2018-02-02T00:28:00.000Z","End_Date__c":"2018-02-04T20:55:00","Start_Date__c":"2018-02-04T16:00:00","Trip_ID__c":"gWupfQyvJjx5obv70ak0 (16 more) ...","Trip_Name__c":"Trip from Sacramento (35 more) ...","ID__c":"https://www.concurso (69 more) ..."}]|0x88e483
01:36:54.0 (8821317)|STATEMENT_EXECUTE|[30]
01:36:54.0 (8824440)|STATEMENT_EXECUTE|[32]
01:36:54.0 (9632613)|HEAP_ALLOCATE|[32]|Bytes:16
01:36:54.0 (9650609)|HEAP_ALLOCATE|[32]|Bytes:11
01:36:54.0 (9663178)|METHOD_ENTRY|[1]|01p0a000004sKkp|CCPullReservationConcurBatchService.CCPullReservationConcurBatchService()
01:36:54.0 (9672179)|STATEMENT_EXECUTE|[1]
01:36:54.0 (9678898)|STATEMENT_EXECUTE|[1]
01:36:54.0 (9687735)|METHOD_EXIT|[1]|CCPullReservationConcurBatchService
01:36:54.0 (9703456)|HEAP_ALLOCATE|[32]|Bytes:20
01:36:54.0 (9729372)|CONSTRUCTOR_ENTRY|[32]|01p0a000004sKkp|<init>()
01:36:54.0 (9765611)|VARIABLE_SCOPE_BEGIN|[1]|this|CCPullReservationConcurBatchService|true|false
01:36:54.0 (9801936)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x169a1b3e
01:36:54.0 (9832760)|STATEMENT_EXECUTE|[1]
01:36:54.0 (9835495)|STATEMENT_EXECUTE|[5]
01:36:54.0 (9857269)|HEAP_ALLOCATE|[5]|Bytes:4
01:36:54.0 (9889034)|VARIABLE_ASSIGNMENT|[5]|this.reservationCount|{}|0x169a1b3e
01:36:54.0 (9899175)|STATEMENT_EXECUTE|[6]
01:36:54.0 (9918237)|HEAP_ALLOCATE|[6]|Bytes:4
01:36:54.0 (9936166)|VARIABLE_ASSIGNMENT|[6]|this.mapIDIsTripCreate|{}|0x169a1b3e
01:36:54.0 (9944828)|STATEMENT_EXECUTE|[7]
01:36:54.0 (9971404)|HEAP_ALLOCATE|[7]|Bytes:4
