40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
01:08:31.0 (289860)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:08:31.0 (329484)|EXECUTION_STARTED
01:08:31.0 (334115)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKko|CCPullReservationConcurBatch
01:08:31.0 (2187096)|HEAP_ALLOCATE|[72]|Bytes:3
01:08:31.0 (2234126)|HEAP_ALLOCATE|[77]|Bytes:152
01:08:31.0 (2249812)|HEAP_ALLOCATE|[342]|Bytes:408
01:08:31.0 (2276402)|HEAP_ALLOCATE|[355]|Bytes:408
01:08:31.0 (2291865)|HEAP_ALLOCATE|[467]|Bytes:48
01:08:31.0 (2318697)|HEAP_ALLOCATE|[139]|Bytes:6
01:08:31.0 (4403123)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1220
01:08:31.0 (6324334)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:08:31.0 (6363261)|SYSTEM_METHOD_ENTRY|[15]|BatchableContextImpl.BatchableContextImpl()
01:08:31.0 (6374045)|STATEMENT_EXECUTE|[15]
01:08:31.0 (6387353)|SYSTEM_METHOD_EXIT|[15]|BatchableContextImpl
01:08:31.0 (6398592)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:08:31.0 (6406975)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:08:31.0 (6415677)|VARIABLE_SCOPE_BEGIN|[31]|this|Database.BatchableContextImpl|true|false
01:08:31.0 (6493500)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x7ee4c6e8
01:08:31.0 (6508373)|VARIABLE_SCOPE_BEGIN|[31]|jobId|Id|false|false
01:08:31.0 (6630981)|VARIABLE_ASSIGNMENT|[31]|jobId|"7072900000OOXLIAA5"
01:08:31.0 (6640981)|VARIABLE_SCOPE_BEGIN|[31]|childJobId|Id|false|false
01:08:31.0 (6656240)|VARIABLE_ASSIGNMENT|[31]|childJobId|null
01:08:31.0 (7228010)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:99
01:08:31.0 (7241423)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:08:31.0 (7250060)|METHOD_ENTRY|[1]|01p0a000004sKko|CCPullReservationConcurBatch.CCPullReservationConcurBatch()
01:08:31.0 (7256577)|STATEMENT_EXECUTE|[1]
01:08:31.0 (7259723)|STATEMENT_EXECUTE|[1]
01:08:31.0 (7263295)|METHOD_EXIT|[1]|CCPullReservationConcurBatch
01:08:31.0 (7269545)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
01:08:31.0 (7282038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:08:31.0 (7326251)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:08:31.0 (7334283)|VARIABLE_SCOPE_BEGIN|[30]|this|CCPullReservationConcurBatch|true|false
01:08:31.0 (7375303)|VARIABLE_ASSIGNMENT|[30]|this|{"accessToken":"0_KdFPz2HjDVEgzMWGgm (8 more) ...","lstApxlog":"0x77681781","mapCncIDoppID":"0x32b6cb3c","mapCncIDReservation":"0x49be35bc","mapCncIDTrip":"0x32cc5122","mapIdConcurNewTrip":"0x5d506f4","mapTripReservation":"0x3dfed027"}|0x360a6606
01:08:31.0 (7385503)|VARIABLE_SCOPE_BEGIN|[30]|BC|Database.BatchableContext|true|false
01:08:31.0 (7482149)|VARIABLE_ASSIGNMENT|[30]|BC|{"jobId":"7072900000OOXLIAA5"}|0x7ee4c6e8
01:08:31.0 (7491500)|VARIABLE_SCOPE_BEGIN|[30]|scope|List<Trip__c>|true|false
01:08:31.0 (7573246)|VARIABLE_ASSIGNMENT|[30]|scope|[{"Booking_Source__c":"Sabre","Trip_Ref__c":"Trip from Des Moines (49 more) ...","Modified_Date_Time__ (1 more) ...":"2018-02-02T00:59:00.000Z","End_Date__c":"2018-02-02T09:56:00","Start_Date__c":"2018-02-02T07:15:00","Trip_ID__c":"gWupfQyvIhB9hYHZVnTR (16 more) ...","Trip_Name__c":"Trip from Des Moines (36 more) ...","ID__c":"https://www.concurso (69 more) ..."},{"Booking_Source__c":"Sabre","Trip_Ref__c":"Trip from Sacramento (48 more) ...","Modified_Date_Time__ (1 more) ...":"2018-02-02T00:28:00.000Z","End_Date__c":"2018-02-04T20:55:00","Start_Date__c":"2018-02-04T16:00:00","Trip_ID__c":"gWupfQyvJjx5obv70ak0 (16 more) ...","Trip_Name__c":"Trip from Sacramento (35 more) ...","ID__c":"https://www.concurso (69 more) ..."}]|0x17758ea
01:08:31.0 (7597361)|STATEMENT_EXECUTE|[30]
01:08:31.0 (7599165)|STATEMENT_EXECUTE|[32]
01:08:31.0 (8386386)|HEAP_ALLOCATE|[32]|Bytes:16
01:08:31.0 (8406293)|HEAP_ALLOCATE|[32]|Bytes:11
01:08:31.0 (8418862)|METHOD_ENTRY|[1]|01p0a000004sKkp|CCPullReservationConcurBatchService.CCPullReservationConcurBatchService()
01:08:31.0 (8427950)|STATEMENT_EXECUTE|[1]
